,year,state,ev_r,ev_d,population,total_vap,total_reg,total_vote,perc_vap,perc_reg,d_placed,r_placed,perc_margin,vote_perc_d,vote_perc_r,vote_perc_t,vote_perc_o,electoral,governor,con_house_d,con_house_r,con_sen_d,con_sen_r,leg_house_d,leg_house_r,leg_sen_d,leg_sen_r
119,2008,kansas,6,0,2802134.0,2037000.0,1749759.0,1238873,60.8,70.8,2,1,14.92,41.55,56.48,0.0,1.97,R,D,2,2,0,2,47,78,10,30
120,2008,kansas,6,0,2802134.0,2037000.0,1749759.0,1238873,60.8,70.8,2,1,14.92,41.55,56.48,0.0,1.97,R,D,2,2,0,2,47,78,10,30
121,2008,kentucky,8,0,4269245.0,3179000.0,2906809.0,1827587,57.5,62.9,2,1,16.22,41.15,57.37,0.0,1.49,R,D,2,4,0,2,63,37,15,22
122,2008,louisiana,9,0,4410796.0,3161000.0,2945618.0,1960761,62.0,66.6,2,1,18.63,39.93,58.56,0.0,1.5,R,R,2,5,1,1,53,50,23,16
123,2008,louisiana,9,0,4410796.0,3161000.0,2945618.0,1960761,62.0,66.6,2,1,18.63,39.93,58.56,0.0,1.5,R,R,2,3,1,1,53,50,23,16
124,2008,louisiana,9,0,4410796.0,3161000.0,2945618.0,1960761,62.0,66.6,2,1,18.63,39.93,58.56,0.0,1.5,R,R,3,4,1,1,53,50,23,16
125,2008,maine,0,4,1316456.0,1020000.0,994153.0,731163,71.7,73.5,1,2,17.32,57.71,40.38,0.0,1.91,D,D,2,0,0,1,90,59,18,17
126,2008,maryland,0,10,5633597.0,4218000.0,3428935.0,2631596,62.4,76.7,1,2,25.44,61.92,36.47,0.0,1.61,D,D,6,2,1,0,104,37,33,14
127,2008,maryland,0,10,5633597.0,4218000.0,3428935.0,2631596,62.4,76.7,1,2,25.44,61.92,36.47,0.0,1.61,D,D,5,2,1,0,104,37,33,14
128,2008,maryland,0,10,5633597.0,4218000.0,3428935.0,2631596,62.4,76.7,1,2,25.44,61.92,36.47,0.0,1.61,D,D,6,2,1,0,104,36,33,14
129,2008,massachusetts,0,12,6497967.0,4962000.0,4220488.0,3081069,62.1,73.0,1,2,25.81,61.8,35.99,0.0,2.21,E,D,10,0,2,0,141,19,35,5
130,2008,michigan,0,17,10003422.0,7487000.0,7470764.0,5010606,66.9,67.1,1,2,16.44,57.33,40.89,0.0,1.78,D,D,6,9,2,0,58,52,17,21
131,2008,minnesota,0,10,5220393.0,3898000.0,3742238.0,2910369,74.7,77.8,1,2,10.24,54.06,43.82,0.0,2.12,D,R,5,3,1,1,85,49,44,22
132,2008,minnesota,0,10,5220393.0,3898000.0,3742238.0,2910369,74.7,77.8,1,2,10.24,54.06,43.82,0.0,2.12,D,R,5,3,1,1,85,47,45,22
133,2008,mississippi,6,0,2938618.0,2109000.0,1895583.0,1289939,61.2,68.0,2,1,13.17,43.0,56.17,0.0,0.83,R,R,3,1,0,2,75,47,27,25
134,2008,mississippi,6,0,2938618.0,2109000.0,1895583.0,1289939,61.2,68.0,2,1,13.17,43.0,56.17,0.0,0.83,R,R,3,1,0,2,74,48,27,25
135,2008,missouri,11,0,5911605.0,4430000.0,3795956.0,2929111,66.1,77.2,2,1,0.13,49.23,49.36,0.0,1.41,R,R,4,5,1,0,71,92,13,21
136,2008,montana,3,0,967440.0,731000.0,668085.0,492750,67.4,73.8,2,1,2.38,47.11,49.49,0.0,3.39,R,D,0,1,2,0,49,50,26,24
137,2008,nebraska,4,1,1783432.0,1308000.0,1157345.0,801281,61.3,69.2,2,1,14.93,41.6,56.53,0.0,1.87,"R,D",R,0,3,1,1,0,0,0,0
138,2008,nevada,0,5,2600167.0,1946000.0,1207761.0,967848,49.7,80.1,1,2,12.49,55.15,42.65,0.0,2.2,D,R,1,2,1,1,27,15,10,11
139,2008,new hampshire,0,4,1315809.0,1015000.0,958528.0,710970,70.0,74.2,1,2,9.61,54.13,44.52,0.0,1.35,D,D,4,0,0,2,239,160,14,10
140,2008,new jersey,0,15,8682661.0,6489000.0,5351669.0,3877407,59.8,72.5,1,2,15.53,57.14,41.61,0.0,1.26,D,D,7,6,2,0,0,0,23,17
141,2008,new mexico,0,5,1984356.0,1473000.0,1192990.0,830158,56.4,69.6,1,2,15.13,56.91,41.78,0.0,1.31,D,D,1,2,1,1,42,28,24,18
142,2008,new york,0,31,19490297.0,14665000.0,10816500.0,7640948,52.1,70.6,1,2,26.86,62.88,36.03,0.0,1.09,D,D,23,6,2,0,106,42,29,33
143,2008,new york,0,31,19490297.0,14665000.0,10816500.0,7640948,52.1,70.6,1,2,26.86,62.88,36.03,0.0,1.09,D,D,23,6,2,0,106,42,30,32
144,2008,new york,0,31,19490297.0,14665000.0,10816500.0,7640948,52.1,70.6,1,2,26.86,62.88,36.03,0.0,1.09,D,D,23,6,2,0,106,42,30,32
145,2008,north carolina,0,15,9222414.0,6845000.0,6226204.0,4310789,63.0,69.2,1,2,0.33,49.7,49.38,0.0,0.92,R,E,7,6,0,2,68,52,31,19
146,2008,north dakota,3,0,641481.0,484000.0,6510583.846153846,317738,65.6,75.29999999999998,2,1,8.65,44.5,53.15,0.0,2.34,R,R,0,0,3,0,33,61,21,26
147,2008,ohio,0,20,11485910.0,8499000.0,8287665.0,5721831,67.3,69.0,1,2,4.58,51.38,46.8,0.0,1.82,D,D,7,11,1,1,46,53,12,21
148,2008,ohio,0,20,11485910.0,8499000.0,8287665.0,5721831,67.3,69.0,1,2,4.58,51.38,46.8,0.0,1.82,D,D,7,11,1,1,46,53,12,21
149,2008,ohio,0,20,11485910.0,8499000.0,8287665.0,5721831,67.3,69.0,1,2,4.58,51.38,46.8,0.0,1.82,D,D,7,11,1,1,46,53,12,21
150,2008,oklahoma,7,0,3642361.0,2667000.0,2184092.0,1462661,54.8,67.0,2,1,31.29,34.35,65.65,0.0,0.0,R,D,1,4,0,2,44,57,24,24
151,2008,oklahoma,7,0,3642361.0,2667000.0,2184092.0,1462661,54.8,67.0,2,1,31.29,34.35,65.65,0.0,0.0,R,D,1,4,0,2,44,57,24,24
152,2008,oregon,0,7,3790060.0,2904000.0,2153914.0,1827864,62.9,84.9,1,2,16.35,56.75,40.4,0.0,2.85,D,D,4,1,1,1,31,29,19,11
153,2008,oregon,0,7,3790060.0,2904000.0,2153914.0,1827864,62.9,84.9,1,2,16.35,56.75,40.4,0.0,2.85,D,D,4,1,1,1,31,29,19,11
154,2008,pennsylvania,0,21,12448279.0,9449000.0,8755588.0,6015476,63.7,68.7,1,2,10.31,54.47,44.15,0.0,1.38,D,D,11,8,1,1,102,101,21,29
155,2008,pennsylvania,0,21,12448279.0,9449000.0,8755588.0,6015476,63.7,68.7,1,2,10.31,54.47,44.15,0.0,1.38,D,D,11,8,1,1,102,101,21,29
156,2008,rhode island,0,4,1050788.0,804000.0,701307.0,471766,58.7,67.3,1,2,27.81,62.86,35.06,0.0,2.08,D,R,2,0,2,0,60,15,33,5
157,2008,south carolina,8,0,4479800.0,3313000.0,2580175.0,1920969,58.0,74.5,2,1,8.98,44.9,53.87,0.0,1.23,R,R,2,4,0,2,51,73,19,27
158,2008,south dakota,3,0,804194.0,590000.0,530462.0,381975,64.7,72.0,2,1,8.41,44.75,53.16,0.0,2.09,R,R,1,0,1,1,20,50,15,20
159,2008,tennessee,11,0,6214888.0,4692000.0,3621633.0,2601982,55.5,71.8,2,1,15.06,41.79,56.85,0.0,1.36,R,D,5,4,0,2,53,46,16,16
160,2008,texas,34,0,24326974.0,17295000.0,11677018.0,8087791,46.8,69.3,2,1,11.75,43.63,55.38,0.0,0.99,R,R,13,19,0,2,71,77,11,20
161,2008,utah,5,0,2736424.0,1859000.0,1432525.0,958996,51.6,66.9,2,1,27.98,34.17,62.15,0.0,3.68,R,R,1,2,0,2,20,55,8,21
162,2008,vermont,0,3,621270.0,487000.0,454466.0,325046,66.7,71.5,1,2,37.01,67.46,30.45,0.0,2.1,D,R,1,0,1,0,93,49,23,7
163,2008,virginia,0,13,7769089.0,5720000.0,4912971.0,3723260,65.1,75.8,1,2,6.3,52.63,46.33,0.0,1.04,D,D,3,8,1,1,44,54,21,19
164,2008,washington,0,11,6549224.0,4912000.0,3630118.0,3053261,62.2,84.1,1,2,17.08,57.34,40.26,0.0,2.4,D,D,6,3,2,0,63,35,32,17
165,2008,west virginia,5,0,1814468.0,1395000.0,1212117.0,715123,51.3,59.0,2,1,13.09,42.49,55.58,0.0,1.93,R,D,0,0,2,0,0,0,0,0
166,2008,wisconsin,0,10,5627967.0,4212000.0,3678054.5,2983417,70.8,82.2,1,2,13.9,56.22,42.31,0.0,1.47,D,D,5,3,2,0,47,52,18,15
167,2008,wyoming,3,0,532668.0,397000.0,244818.0,254658,64.1,104.0,2,1,32.24,32.54,64.78,0.0,2.68,R,D,0,1,0,2,17,43,7,23
168,2004,alabama,9,0,4530182.0,3393000.0,2597629.0,1883449,55.5,72.5,2,1,25.62,36.84,62.46,0.0,0.7,R,R,2,5,0,2,63,42,25,10
169,2004,alabama,9,0,4530182.0,3393000.0,2597629.0,1883449,55.5,72.5,2,1,25.62,36.84,62.46,0.0,0.7,R,R,2,5,0,2,63,42,25,10
170,2004,alaska,3,0,655435.0,460000.0,472160.0,312598,68.0,66.2,2,1,25.55,35.52,61.07,0.0,3.42,R,R,0,1,0,2,13,27,8,12
171,2004,arizona,10,0,5743834.0,4061000.0,2643331.0,2016102,49.6,76.3,2,1,10.45,44.32,54.77,0.0,0.91,R,D,2,6,0,2,21,39,13,17
172,2004,arkansas,6,0,2752629.0,2044000.0,1684684.0,1054945,51.6,62.6,2,1,9.76,44.55,54.31,0.0,1.15,R,R,3,1,2,0,70,30,27,8
173,2004,california,0,55,35893799.0,26064000.0,16557273.0,12421859,47.7,75.0,1,2,9.95,54.3,44.36,0.0,1.34,D,R,33,20,2,0,48,32,25,15
174,2004,colorado,9,0,4601403.0,3398000.0,2404597.0,2130325,62.7,88.6,2,1,4.67,47.02,51.69,0.0,1.28,R,R,2,5,0,2,28,37,17,18
175,2004,connecticut,0,7,3503604.0,2648000.0,2044181.0,1578769,59.6,77.2,1,2,10.37,54.31,43.95,0.0,1.74,D,R,2,3,2,0,94,57,21,15
176,2004,connecticut,0,7,3503604.0,2648000.0,2044181.0,1578769,59.6,77.2,1,2,10.37,54.31,43.95,0.0,1.74,D,R,2,3,2,0,94,57,21,15
177,2004,delaware,0,3,830364.0,619000.0,554194.0,375270,60.6,67.7,1,2,7.59,53.34,45.74,0.0,0.92,D,D,0,1,2,0,12,29,13,8
178,2004,d.c.,0,3,553523.0,455000.0,383919.0,227586,50.0,59.3,1,2,79.84,89.18,9.34,0.0,1.48,D,D,1,0,2,0,0,0,0,0
179,2004,d.c.,0,3,553523.0,455000.0,383919.0,227586,50.0,59.3,1,2,79.84,89.18,9.34,0.0,1.48,D,D,1,0,2,0,0,0,0,0
180,2004,florida,27,0,17397161.0,13095000.0,10301290.0,7609810,58.1,73.9,2,1,5.01,47.09,52.1,0.0,0.81,R,R,7,18,2,0,39,81,14,26
181,2004,georgia,15,0,8829383.0,6388000.0,4158508.0,3304481,51.7,79.5,2,1,16.59,41.34,57.93,0.0,0.73,R,R,5,8,1,1,107,72,26,30
182,2004,hawaii,0,4,1262840.0,960000.0,647238.0,429013,44.7,66.3,1,2,8.74,54.01,45.26,0.0,0.73,D,R,2,0,1,0,36,15,20,5
183,2004,idaho,4,0,1393262.0,994000.0,798015.0,598447,60.2,75.0,2,1,38.12,30.26,68.38,0.0,1.36,R,R,0,2,0,2,16,54,7,28
184,2004,illinois,0,21,12713634.0,9423000.0,7499488.0,5274322,56.0,70.3,1,2,10.34,54.82,44.48,0.0,0.7,D,D,9,10,1,1,66,52,32,26
185,2004,indiana,11,0,6237569.0,4592000.0,4296602.0,2468002,53.7,57.4,2,1,20.68,39.26,59.94,0.0,0.79,R,D,3,6,1,1,51,49,18,32
186,2004,iowa,7,0,2954451.0,2251000.0,1986006.0,1506908,66.9,75.9,2,1,0.67,49.23,49.9,0.0,0.87,R,D,1,4,1,1,46,54,21,29
187,2004,kansas,6,0,2735502.0,2028000.0,1694365.0,1187756,58.6,70.1,2,1,25.38,36.62,62.0,0.0,1.37,R,D,1,3,0,2,45,80,10,30
188,2004,kentucky,8,0,4145922.0,3124000.0,2794286.0,1796079,57.5,64.3,2,1,19.86,39.68,59.54,0.0,0.77,R,R,2,4,0,2,65,35,17,21
189,2004,louisiana,9,0,4515770.0,3319000.0,2923395.0,1943106,58.5,66.5,2,1,14.51,42.22,56.72,0.0,1.06,R,D,3,4,2,0,66,37,24,15
190,2004,louisiana,9,0,4515770.0,3319000.0,2923395.0,1943106,58.5,66.5,2,1,14.51,42.22,56.72,0.0,1.06,R,D,2,5,2,0,66,37,24,15
191,2004,maine,0,4,1317253.0,1019000.0,1023956.0,740752,72.7,72.3,1,2,9.0,53.57,44.58,0.0,1.85,D,D,2,0,0,2,80,67,18,17
192,2004,maryland,0,10,5558058.0,4131000.0,3070099.0,2386678,57.8,77.7,1,2,12.98,55.91,42.93,0.0,1.15,D,R,6,2,1,0,98,43,33,14
193,2004,massachusetts,0,12,6416505.0,4946000.0,4098634.0,2912388,58.9,71.1,1,2,25.16,61.94,36.78,0.0,1.29,E,R,10,0,2,0,135,23,34,6
194,2004,michigan,0,17,10112620.0,7541000.0,7164047.0,4839252,64.2,67.5,1,2,3.42,51.23,47.81,0.0,0.96,D,D,6,9,2,0,48,62,16,22
195,2004,minnesota,0,9,5100958.0,3811000.0,3559400.0,2828387,74.2,79.5,1,2,3.48,51.09,47.61,0.0,1.3,D,R,4,4,2,1,53,81,35,31
196,2004,mississippi,6,0,2902966.0,2120000.0,1802024.0,1152365,54.4,63.9,2,1,19.69,39.75,59.44,0.0,0.81,R,R,2,2,0,2,76,46,29,23
197,2004,missouri,11,0,5754618.0,4297000.0,4194146.0,2731364,63.6,65.1,2,1,7.2,46.1,53.3,0.0,0.6,R,D,4,5,0,1,73,90,14,20
198,2004,montana,3,0,926865.0,702000.0,638474.0,450445,64.2,70.6,2,1,20.5,38.56,59.07,0.0,2.37,R,R,0,1,1,1,47,53,21,29
199,2004,nebraska,5,0,1747214.0,1298000.0,1160193.0,778186,60.0,67.1,2,1,33.22,32.68,65.9,0.0,1.42,R,R,0,3,1,1,0,0,0,0
200,2004,nevada,5,0,2334771.0,1660000.0,1071101.0,829587,50.0,77.5,2,1,2.59,47.88,50.47,0.0,1.65,R,R,1,2,1,1,23,19,8,13
201,2004,new hampshire,0,4,1299500.0,981000.0,855861.0,677738,69.1,79.2,1,2,1.37,50.24,48.87,0.0,0.88,D,R,0,4,0,2,122,278,6,18
202,2004,new jersey,0,15,8698879.0,6507000.0,5005959.0,3612137,55.5,72.2,1,2,6.68,52.92,46.23,0.0,0.85,D,D,7,6,2,0,0,0,22,18
203,2004,new jersey,0,15,8698879.0,6507000.0,5005959.0,3612137,55.5,72.2,1,2,6.68,52.92,46.23,0.0,0.85,D,D,7,6,2,0,0,0,22,18
204,2004,new mexico,5,0,1903289.0,1373000.0,1105372.0,756304,55.1,68.4,2,1,0.79,49.05,49.84,0.0,1.11,R,D,1,2,1,1,43,27,24,18
205,2004,new york,0,31,19227088.0,14657000.0,11837068.0,7391954,50.4,62.4,1,2,18.29,58.36,40.08,0.0,1.56,D,R,19,10,2,0,102,48,25,37
206,2004,north carolina,15,0,8541221.0,6320000.0,5472854.0,3501007,55.4,64.0,2,1,12.43,43.58,56.02,0.0,0.4,R,E,6,7,1,1,60,60,28,22
207,2004,north dakota,3,0,634366.0,487000.0,6510583.846153846,312833,64.2,75.29999999999998,2,1,27.36,35.5,62.86,0.0,1.64,R,R,0,0,3,0,28,66,16,31
208,2004,ohio,20,0,11459011.0,8621000.0,7972826.0,5627908,65.3,70.6,2,1,2.11,48.71,50.81,0.0,0.48,R,R,6,12,0,2,37,62,11,22
209,2004,oklahoma,7,0,3523553.0,2633000.0,2143978.0,1463758,55.6,68.3,2,1,31.14,34.43,65.57,0.0,0.0,R,D,1,4,0,2,53,48,28,20
210,2004,oregon,0,7,3594586.0,2710000.0,2141249.0,1836782,67.8,85.8,1,2,4.16,51.35,47.19,0.0,1.46,D,D,4,1,1,1,25,35,15,15
211,2004,pennsylvania,0,21,12406292.0,9535000.0,8366663.0,5769590,60.5,69.0,1,2,2.5,50.92,48.42,0.0,0.65,D,D,7,12,0,2,109,94,21,29
212,2004,pennsylvania,0,21,12406292.0,9535000.0,8366663.0,5769590,60.5,69.0,1,2,2.5,50.92,48.42,0.0,0.65,D,D,7,12,0,2,109,94,21,29
213,2004,rhode island,0,4,1080632.0,832000.0,709050.0,437134,52.5,61.7,1,2,20.75,59.42,38.67,0.0,1.91,D,R,2,0,1,1,63,11,32,6
214,2004,south carolina,8,0,4198068.0,3124000.0,2315462.0,1617730,51.8,69.9,2,1,17.08,40.9,57.98,0.0,1.12,R,R,2,4,1,1,51,73,20,26
215,2004,south dakota,3,0,770883.0,569000.0,502261.0,388215,68.2,77.3,2,1,21.47,38.44,59.91,0.0,1.65,R,R,1,0,2,0,21,49,9,26
216,2004,tennessee,11,0,5900962.0,4447000.0,3336478.0,2434949,54.8,73.0,2,1,14.3,42.51,56.81,0.0,0.68,R,D,5,4,0,2,54,45,18,15
217,2004,texas,34,0,22490022.0,15878000.0,11000678.0,7410765,46.7,67.4,2,1,22.86,38.22,61.09,0.0,0.69,R,R,17,15,0,2,62,88,12,19
218,2004,utah,5,0,2389039.0,1609000.0,1278251.0,927844,57.7,72.6,2,1,45.54,26.0,71.54,0.0,2.47,R,R,1,2,0,2,19,56,7,22
219,2004,vermont,0,3,621394.0,482000.0,444508.0,312309,64.8,70.3,1,2,20.14,58.94,38.8,0.0,2.26,D,R,0,0,1,0,70,73,19,11
220,2004,virginia,13,0,7459827.0,5588000.0,4181609.0,3198367,57.2,76.5,2,1,8.2,45.48,53.68,0.0,0.83,R,D,3,8,0,2,37,61,16,24
221,2004,washington,0,11,6203788.0,4635000.0,3508208.0,2861713,61.7,81.6,1,2,7.17,52.77,45.6,0.0,1.63,D,D,6,3,2,0,52,46,24,25
222,2004,west virginia,5,0,1815354.0,1419000.0,1168694.0,755887,53.3,64.7,2,1,12.86,43.2,56.06,0.0,0.74,R,D,0,0,2,0,0,0,0,0
223,2004,wisconsin,0,10,5509026.0,4139000.0,3678054.5,2997007,72.4,82.2,1,2,0.38,49.7,49.32,0.0,0.98,D,D,4,4,2,0,41,58,15,18
224,2004,wyoming,3,0,506529.0,380000.0,232396.0,243428,64.1,104.7,2,1,39.79,29.07,68.86,0.0,2.06,R,D,0,1,0,2,15,45,10,20
225,2000,alabama,9,0,4447100.0,3324488.0,2528963.0,1672551,50.3,66.1,2,1,14.88,41.59,56.47,1.1,0.85,R,D,2,5,0,2,69,36,24,11
226,2000,alaska,3,0,626932.0,436425.0,473648.0,285560,65.4,60.3,2,1,30.95,27.67,58.62,10.07,3.65,R,D,0,1,0,2,14,26,5,15
227,2000,arizona,8,0,5130632.0,3767931.0,2173122.0,1534113,40.7,70.6,2,1,6.28,44.67,50.95,2.98,1.4,R,R,1,5,0,2,20,40,14,16
228,2000,arkansas,6,0,2673400.0,1993342.0,1555809.0,921781,46.2,59.2,2,1,5.44,45.86,51.31,1.46,1.37,R,R,2,2,1,1,76,24,30,5
229,2000,california,0,54,33871648.0,24650185.0,15707307.0,10965856,44.5,69.8,1,2,11.8,53.45,41.65,3.82,1.08,D,D,27,25,2,0,47,32,25,15
230,2000,california,0,54,33871648.0,24650185.0,15707307.0,10965856,44.5,69.8,1,2,11.8,53.45,41.65,3.82,1.08,D,D,28,24,2,0,47,32,25,15
231,2000,colorado,8,0,4301261.0,3204471.0,2641990.0,1741365,54.3,65.9,2,1,8.36,42.39,50.75,5.25,1.61,R,R,2,4,0,2,26,39,14,21
232,2000,connecticut,0,8,3405565.0,2565991.0,1901203.0,1459525,56.9,76.8,1,2,17.47,55.91,38.44,4.42,1.23,D,R,4,2,2,0,96,55,19,17
233,2000,delaware,0,3,783600.0,589638.0,503614.0,327622,55.6,65.1,1,2,13.06,54.96,41.9,2.54,0.6,D,D,0,1,1,1,15,26,13,8
234,2000,d.c.,0,2,572059.0,457727.0,354410.0,201894,44.1,57.0,1,2,76.2,85.16,8.95,5.24,0.65,D,D,1,0,2,0,0,0,0,0
235,2000,florida,25,0,15982378.0,12347806.0,8752717.0,5963110,48.3,68.1,2,1,0.01,48.84,48.85,1.63,0.68,R,R,8,15,1,1,47,73,17,23
236,2000,georgia,13,0,8186453.0,6020679.0,3856676.0,2596804,43.1,67.3,2,1,11.69,42.98,54.67,0.52,1.83,R,D,3,8,1,1,102,78,34,22
237,2000,georgia,13,0,8186453.0,6020679.0,3856676.0,2596804,43.1,67.3,2,1,11.69,42.98,54.67,0.52,1.83,R,D,3,8,2,0,102,78,34,22
238,2000,hawaii,0,4,1211537.0,917065.0,637349.0,367951,40.1,57.7,1,2,18.33,55.79,37.46,5.88,0.87,D,D,2,0,0,0,39,12,23,2
239,2000,idaho,4,0,1293953.0,925822.0,728085.0,501621,54.2,68.9,2,1,39.53,27.64,67.17,2.45,2.74,R,R,0,2,0,2,12,58,4,31
240,2000,illinois,0,22,12419293.0,9180064.0,7129026.0,4742123,51.7,66.5,1,2,12.01,54.6,42.58,2.19,0.63,D,R,10,10,1,1,62,56,27,32
241,2000,indiana,12,0,6080485.0,4507679.0,3994910.0,2199302,48.8,55.1,2,1,15.63,41.01,56.65,0.84,1.5,R,D,4,6,1,1,53,47,19,31
242,2000,iowa,0,7,2926324.0,2193990.0,1841346.0,1315563,60.0,71.4,1,2,0.31,48.54,48.22,2.23,1.01,D,D,1,4,1,1,44,56,20,30
243,2000,kansas,6,0,2688418.0,1977198.0,1623623.0,1072216,54.2,66.0,2,1,20.8,37.24,58.04,3.37,1.35,R,R,1,3,0,2,48,77,13,27
244,2000,kentucky,8,0,4041769.0,3047928.0,2556815.0,1544187,50.7,60.4,2,1,15.13,41.37,56.5,1.5,0.62,R,D,1,5,0,2,66,34,18,20
245,2000,louisiana,9,0,4468976.0,3250523.0,2796551.0,1765656,54.3,63.1,2,1,7.68,44.88,52.55,1.16,1.41,R,R,2,5,2,0,74,31,26,13
246,2000,louisiana,9,0,4468976.0,3250523.0,2796551.0,1765656,54.3,63.1,2,1,7.68,44.88,52.55,1.16,1.41,R,R,2,5,2,0,74,31,26,13
247,2000,maine,0,4,1274923.0,973945.0,947189.0,651817,66.9,68.8,1,2,5.11,49.09,43.97,5.7,1.25,D,I,2,0,0,0,79,71,20,14
248,2000,maryland,0,10,5296486.0,3943067.0,2719636.0,2025480,51.4,74.5,1,2,16.39,56.57,40.18,2.65,0.6,D,D,4,4,1,0,106,35,33,14
249,2000,massachusetts,0,12,6349097.0,4853130.0,4008627.0,2702984,55.7,67.4,1,2,27.3,59.8,32.5,6.42,1.27,E,R,10,0,2,0,131,28,33,7
250,2000,michigan,0,18,9938444.0,7345849.0,6859332.0,4232711,57.6,61.7,1,2,5.13,51.28,46.14,1.99,0.59,D,R,10,6,1,1,52,58,15,23
251,2000,minnesota,0,10,4919479.0,3632940.0,3265324.0,2438685,67.1,74.7,1,2,2.4,47.91,45.5,5.2,1.4,D,Jesse Ventura (Ref/I),6,2,1,1,63,70,41,25
252,2000,mississippi,7,0,2844658.0,2070254.0,1739858.0,994926,48.1,57.2,2,1,16.91,40.7,57.62,0.82,0.86,R,D,3,2,0,2,86,33,34,18
253,2000,missouri,11,0,5595211.0,4169109.0,3860672.0,2359892,56.6,61.1,2,1,3.34,47.08,50.42,1.63,0.86,R,D,5,4,0,1,85,78,18,16
254,2000,missouri,11,0,5595211.0,4169109.0,3860672.0,2359892,56.6,61.1,2,1,3.34,47.08,50.42,1.63,0.86,R,D,5,4,0,1,85,78,18,16
255,2000,montana,3,0,902195.0,672251.0,698260.0,410997,61.1,58.9,2,1,25.07,33.36,58.44,5.95,2.25,R,R,0,1,1,1,41,59,18,32
256,2000,nebraska,5,0,1711263.0,1261648.0,1085217.0,697019,55.2,64.2,2,1,28.99,33.25,62.25,3.52,0.98,R,R,0,3,1,1,0,0,0,0
257,2000,nevada,4,0,1998257.0,1488526.0,874304.0,608970,40.9,69.7,2,1,3.55,45.98,49.52,2.46,2.04,R,R,1,1,2,0,28,14,9,12
