Year,State,EV_R,EV_D,Population,Total_VAP,Total_VAC,Total_REG,Total_Vote,Perc_VAP,Perc_VAC,Perc_REG,D_placed,R_placed,O_placed,Margin,Perc_Margin,Vote_Perc_D,Vote_Perc_R,Vote_Perc_T,Vote_Perc_O,Vote_D,Vote_R,Vote_T,Vote_O
1980,North Carolina,13,0,5880095,4274000,0,2774844,1855833,43.40,-,66.90,2,1,3,39383,2.12,47.18,49.30,2.85,0.67,875635,915018,52800,12380
1980,North Dakota,3,0,652717,467000,0,0,301545,64.60,-,-,2,1,3,114506,37.97,26.26,64.23,7.84,1.67,79189,193695,23640,5021
1980,Ohio,25,0,10797603,7744000,0,5962864,4283603,55.30,-,71.80,2,1,3,454131,10.60,40.91,51.51,5.94,1.64,1752414,2206545,254472,70172
1980,Oklahoma,8,0,3025487,2207000,0,1469320,1149708,52.10,-,78.20,2,1,3,293544,25.53,34.97,60.50,3.33,1.20,402026,695570,38284,13828
1980,Oregon,6,0,2633156,1929000,0,1569222,1181516,61.30,-,75.30,2,1,3,114154,9.66,38.67,48.33,9.51,3.49,456890,571044,112389,41193
1980,Pennsylvania,27,0,11864720,8787000,0,5754287,4561501,51.90,-,79.30,2,1,3,324332,7.11,42.48,49.59,6.42,1.52,1937540,2261872,292921,69168
1980,Rhode Island,0,4,947154,710000,0,547469,416072,58.60,-,76.00,1,2,3,43549,10.47,47.67,37.20,14.38,0.75,198342,154793,59819,3118
1980,South Carolina,8,0,3120729,2215000,0,1235521,890083,40.20,-,72.00,2,1,3,13647,1.53,48.04,49.57,1.59,0.81,427560,441207,14150,7166
1980,South Dakota,4,0,690768,488000,0,447508,327703,67.20,-,73.20,2,1,3,94488,28.83,31.69,60.53,6.54,1.24,103855,198343,21431,4074
1980,Tennessee,10,0,4591023,3323000,0,2358809,1617616,48.70,-,68.60,2,1,3,4710,0.29,48.41,48.70,2.22,0.67,783051,787761,35991,10813
1980,Texas,26,0,14225513,10130000,0,6639661,4541637,44.80,-,68.40,2,1,3,629558,13.86,41.42,55.28,2.46,0.84,1881147,2510705,111613,38172
1980,Utah,4,0,1461037,935000,0,781711,604222,64.60,-,77.30,2,1,3,315421,52.20,20.57,72.77,5.01,1.65,124266,439687,30284,9985
1980,Vermont,3,0,511456,370000,0,311919,213207,57.60,-,68.40,2,1,3,12707,5.96,38.41,44.37,14.90,2.33,81891,94598,31760,4958
1980,Virginia,12,0,5346797,3930000,0,2309181,1866032,47.50,-,80.80,2,1,3,237435,12.72,40.31,53.03,5.11,1.55,752174,989609,95418,28831
1980,Washington,9,0,4132353,3040000,0,2236603,1742394,57.30,-,77.90,2,1,3,215051,12.34,37.32,49.66,10.62,2.40,650193,865244,185073,41884
1980,West Virginia,0,6,1950186,1400000,0,1034546,737715,52.70,-,71.30,1,2,3,33256,4.51,49.81,45.30,4.30,0.59,367462,334206,31691,4356
1980,Wisconsin,11,0,4705642,3375000,0,0,2273221,67.40,-,-,2,1,3,107261,4.72,43.18,47.90,7.07,1.85,981584,1088845,160657,42135
1980,Wyoming,3,0,469557,332000,0,219423,176713,53.20,-,80.50,2,1,3,61273,34.67,27.97,62.64,6.83,2.55,49427,110700,12072,4514
1976,Alabama,0,9,3737204,2554000,0,1864947,1182850,46.30,-,63.40,1,2,,155100,13.11,55.73,42.61,,1.66,659170,504070,,19610
1976,Alaska,3,0,393115,257190,0,207190,123574,48.00,-,59.60,2,1,,27497,22.25,35.65,57.90,,6.44,44058,71555,,7961
1976,Arizona,6,0,2347976,1611000,0,979654,742719,46.10,-,75.80,2,1,,123040,16.57,39.80,56.37,,3.83,295602,418642,,28475
1976,Arkansas,0,6,2168688,1502000,0,1020533,769396,51.20,-,75.40,1,2,,230861,30.01,64.94,34.93,,0.13,499614,268753,,1029
1976,California,45,0,21934505,15598000,0,9980488,7867117,50.40,-,78.80,2,1,,139960,1.78,47.57,49.35,,3.08,3742284,3882244,,242589
1976,Colorado,7,0,2632244,1838000,0,1361570,1081135,58.80,-,79.40,2,1,,124014,11.47,42.58,54.05,,3.37,460353,584367,,36415
1976,Connecticut,8,0,3085984,2201000,0,1677449,1381526,62.80,-,82.40,2,1,,71366,5.17,46.90,52.06,,1.04,647895,719261,,14370
1976,Delaware,0,3,592755,412000,0,300919,235834,57.20,-,78.40,1,2,,12765,5.41,51.98,46.57,,1.44,122596,109831,,3407
1976,D. C.,0,3,696305,525000,0,262885,168830,32.20,-,64.20,1,2,,109945,65.12,81.63,16.51,,1.86,137818,27873,,3139
1976,Florida,0,17,8695356,6408000,0,4094308,3150631,49.20,-,77.00,1,2,,166469,5.28,51.93,46.64,,1.43,1636000,1469531,,45100
1976,Georgia,0,12,5126155,3494000,0,2301575,1467458,42.00,-,63.80,1,2,,495666,33.78,66.74,32.96,,0.29,979409,483743,,4306
1976,Hawaii,0,4,902070,624000,0,363045,291301,46.70,-,80.20,1,2,,7372,2.53,50.59,48.06,,1.35,147375,140003,,3923
1976,Idaho,4,0,856979,567000,0,520384,340932,60.10,-,65.50,2,1,,77602,22.76,37.12,59.88,,3.00,126549,204151,,10232
1976,Illinois,26,0,11360274,7939000,0,6253654,4718833,59.40,-,75.50,2,1,,92974,1.97,48.13,50.10,,1.76,2271295,2364269,,83269
1976,Indiana,13,0,5371552,3692000,0,3010439,2220362,60.10,-,73.80,2,1,,169244,7.62,45.70,53.32,,0.98,1014714,1183958,,21690
1976,Iowa,8,0,2903770,2026000,0,1666909,1279306,63.10,-,76.70,2,1,,12932,1.01,48.46,49.47,,2.07,619931,632863,,26512
1976,Kansas,7,0,2298645,1628000,0,1172151,957845,58.80,-,81.70,2,1,,72331,7.55,44.94,52.49,,2.58,430421,502752,,24672
1976,Kentucky,0,9,3530443,2434000,0,1713297,1167142,48.00,-,68.10,1,2,,83865,7.19,52.75,45.57,,1.68,615717,531852,,19573
1976,Louisiana,0,10,3951636,2623000,0,1866117,1278439,48.70,-,68.50,1,2,,73919,5.78,51.73,45.95,,2.32,661365,587446,,29628
1976,Maine,4,0,1089960,759000,0,689209,483208,63.70,-,70.10,2,1,,4041,0.84,48.07,48.91,,3.02,232279,236320,,14609
1976,Maryland,0,10,4172132,2920000,0,1949753,1432273,49.10,-,73.50,1,2,,86951,6.07,53.04,46.96,,0.00,759612,672661,,0
1976,Massachusetts,0,14,5748868,4132000,0,3145551,2547558,61.70,-,81.00,1,2,,399199,15.67,56.11,40.44,,3.45,1429475,1030276,,87807
1976,Michigan,21,0,9117481,6214000,0,5202379,3653749,58.80,-,70.20,2,1,,197028,5.39,46.44,51.83,,1.73,1696714,1893742,,63293
1976,Minnesota,0,10,3956602,2726000,0,2565686,1949931,71.50,-,76.00,1,2,,251045,12.87,54.90,42.02,,3.08,1070440,819395,,60096
1976,Mississippi,0,7,2430324,1603000,0,1150000,769360,48.00,-,66.90,1,2,,14463,1.88,49.56,47.68,,2.76,381309,366846,,21205
1976,Missouri,0,12,4823554,3408000,0,2552852,1953600,57.30,-,76.50,1,2,,70944,3.63,51.10,47.47,,1.42,998387,927443,,27770
1976,Montana,4,0,758521,519000,0,454924,328734,63.30,-,72.30,2,1,,24444,7.44,45.40,52.84,,1.76,149259,173703,,5772
1976,Nebraska,5,0,1548901,1081000,0,840666,607668,56.20,-,72.30,2,1,,126013,20.74,38.46,59.19,,2.35,233692,359705,,14271
1976,Nevada,3,0,646823,457000,0,250958,201876,44.20,-,80.40,2,1,,8794,4.36,45.81,50.17,,4.02,92479,101273,,8124
1976,New Hampshire,4,0,847025,593000,0,478188,339618,57.30,-,71.00,2,1,,38300,11.28,43.47,54.75,,1.78,147635,185935,,6048
1976,New Jersey,17,0,7344079,5220000,0,3769558,3014472,57.70,-,80.00,2,1,,65035,2.16,47.92,50.08,,1.99,1444653,1509688,,60131
1976,New Mexico,4,0,1195162,783000,0,527278,416590,53.20,-,79.00,2,1,,10271,2.47,48.28,50.75,,0.97,201148,211419,,4023
1976,New York,0,41,17974654,12892000,0,8198950,6534420,50.70,-,79.70,1,2,,288767,4.42,51.87,47.45,,0.67,3389558,3100791,,44071
1976,North Carolina,0,13,5593463,3907000,0,2553717,1677906,42.90,-,65.70,1,2,,185405,11.05,55.27,44.22,,0.51,927365,741960,,8581
1976,North Dakota,3,0,645293,442000,0,0,297094,67.20,-,-,2,1,,17392,5.85,45.80,51.66,,2.54,136078,153470,,7546
1976,Ohio,0,25,10752731,7461000,0,4602237,4111873,55.10,-,89.30,1,2,,11116,0.27,48.92,48.65,,2.43,2011621,2000505,,99747
1976,Oklahoma,8,0,2823396,1990000,0,1401094,1092251,54.90,-,78.00,2,1,,13266,1.21,48.75,49.96,,1.29,532442,545708,,14101
1976,Oregon,6,0,2372155,1679000,0,1420146,1029876,61.30,-,72.50,2,1,,1713,0.17,47.62,47.78,,4.60,490407,492120,,47349
1976,Pennsylvania,0,27,11887478,8531000,0,5749660,4620787,54.20,-,80.40,1,2,,123073,2.66,50.40,47.73,,1.87,2328677,2205604,,86506
1976,Rhode Island,0,4,950321,689000,0,544992,411170,59.70,-,75.40,1,2,,46387,11.28,55.36,44.08,,0.56,227636,181249,,2285
1976,South Carolina,0,8,2941407,1993000,0,1113361,802594,40.30,-,72.10,1,2,,104685,13.04,56.17,43.13,,0.70,450825,346140,,5629
1976,South Dakota,4,0,686843,469000,0,425532,300678,64.10,-,70.70,2,1,,4437,1.48,48.91,50.39,,0.70,147068,151505,,2105
1976,Tennessee,0,10,4329160,3033000,0,2147380,1476346,48.70,-,68.80,1,2,,191910,13.00,55.94,42.94,,1.12,825879,633969,,16498
1976,Texas,0,26,12903268,8789000,0,6319293,4071884,46.30,-,64.40,1,2,,129019,3.17,51.14,47.97,,0.89,2082319,1953300,,36265
1976,Utah,4,0,1272365,791000,0,704839,541198,68.40,-,76.80,2,1,,155798,28.79,33.65,62.44,,3.91,182110,337908,,21180
1976,Vermont,3,0,485144,337000,0,284294,187855,55.70,-,66.10,2,1,,21041,11.20,43.14,54.34,,2.52,81044,102085,,4726
1976,Virginia,12,0,5132693,3613000,0,2123849,1697094,47.00,-,79.90,2,1,,22658,1.34,47.96,49.29,,2.75,813896,836554,,46644
1976,Washington,8,0,3690561,2601000,0,2065378,1555534,59.80,-,75.30,2,1,,60409,3.88,46.11,50.00,,3.89,717323,777732,,60479
1976,West Virginia,0,6,1877440,1314000,0,1084451,750674,57.10,-,69.20,1,2,,121154,16.14,58.07,41.93,,0.00,435914,314760,,0
1976,Wisconsin,0,11,4584688,3163000,0,0,2101336,66.40,-,-,1,2,,35245,1.68,49.50,47.83,,2.67,1040232,1004987,,56117
1976,Wyoming,3,0,395446,267000,0,194617,156343,58.60,-,80.30,2,1,,30478,19.49,39.81,59.30,,0.89,62239,92717,,1387
1972,Alabama,9,0,3540080,2325000,0,1763845,1006093,43.30,-,57.00,2,1,,471778,46.89,25.54,72.43,,2.03,256923,728701,,20469
1972,Alaska,3,0,326494,203000,0,148960,95219,46.90,-,63.90,2,1,,22382,23.51,34.62,58.13,,7.25,32967,55349,,6903
1972,Arizona,6,0,2008847,1315000,0,861809,653505,49.70,-,75.80,2,1,,204272,31.26,30.38,61.64,,7.98,198540,402812,,52153
1972,Arkansas,6,0,2018116,1354000,0,959871,647666,47.80,-,67.50,2,1,,246852,38.11,30.71,68.82,,0.47,198899,445751,,3016
1972,California,45,0,20584794,14062000,0,10466215,8367862,59.50,-,80.00,2,1,,1126249,13.46,41.54,55.00,,3.46,3475847,4602096,,289919
1972,Colorado,7,0,2404576,1604000,0,1219591,953884,59.50,-,78.20,2,1,,267209,28.01,34.59,62.61,,2.80,329980,597189,,26715
1972,Connecticut,8,0,3069617,2091000,0,1648017,1384277,66.20,-,84.00,2,1,,255265,18.44,40.13,58.57,,1.30,555498,810763,,18016
1972,Delaware,3,0,573821,379000,0,293078,235516,62.10,-,80.40,2,1,,48074,20.41,39.18,59.60,,1.22,92283,140357,,2876
1972,D. C.,0,3,743775,537000,0,305072,163421,30.40,-,53.60,1,2,,92401,56.54,78.10,21.56,,0.35,127627,35226,,568
1972,Florida,17,0,7520324,5313000,0,3497458,2583283,48.60,-,73.90,2,1,,1139642,44.12,27.80,71.91,,0.29,718117,1857759,,7407
1972,Georgia,12,0,4807151,3153000,0,2167888,1174772,37.30,-,54.20,2,1,,591967,50.39,24.65,75.04,,0.32,289529,881496,,3747
1972,Hawaii,4,0,827612,547000,0,337837,270274,49.40,-,80.00,2,1,,67456,24.96,37.52,62.48,,0.00,101409,168865,,0
1972,Idaho,4,0,763229,490000,0,397019,310379,63.30,-,78.20,2,1,,118558,38.20,26.04,64.24,,9.72,80826,199384,,30169
1972,Illinois,26,0,11258111,7576000,0,6215331,4723236,62.30,-,76.00,2,1,,874707,18.52,40.51,59.03,,0.46,1913472,2788179,,21585
1972,Indiana,13,0,5296129,3498000,0,3018578,2125529,60.80,-,70.40,2,1,,696586,32.77,33.34,66.11,,0.56,708568,1405154,,11807
1972,Iowa,8,0,2860506,1917000,0,0,1225944,64.00,-,-,2,1,,210001,17.13,40.48,57.61,,1.92,496206,706207,,23531
1972,Kansas,7,0,2255525,1539000,0,1065730,916095,59.50,-,86.00,2,1,,349525,38.15,29.50,67.66,,2.84,270287,619812,,25996
1972,Kentucky,9,0,3336106,2223000,0,1454575,1067499,48.00,-,73.40,2,1,,305287,28.60,34.77,63.37,,1.86,371159,676446,,19894
1972,Louisiana,10,0,3761967,2389000,0,1784890,1051491,44.00,-,58.90,2,1,,388710,36.97,28.35,65.32,,6.32,298142,686852,,66497
1972,Maine,4,0,1034817,692000,0,615546,417271,60.30,-,67.80,2,1,,95874,22.98,38.48,61.46,,0.05,160584,256458,,229
1972,Maryland,10,0,4081121,2721000,0,1815784,1353812,49.80,-,74.60,2,1,,323524,23.90,37.36,61.26,,1.38,505781,829305,,18726
1972,Massachusetts,0,14,5762122,3963000,0,3099877,2458756,62.00,-,79.30,1,2,,220462,8.97,54.20,45.23,,0.58,1332540,1112078,,14138
1972,Michigan,21,0,9024681,5876000,0,4762764,3490325,59.40,-,73.30,2,1,,502286,14.39,41.81,56.20,,1.98,1459435,1961721,,69169
1972,Minnesota,10,0,3866878,2537000,0,2545344,1741652,68.70,-,68.40,2,1,,95923,5.51,46.07,51.58,,2.36,802346,898269,,41037
1972,Mississippi,7,0,2307291,1462000,0,1030000,645963,44.20,-,62.70,2,1,,378343,58.57,19.63,78.20,,2.18,126782,505125,,14056
1972,Missouri,12,0,4753234,3240000,0,0,1852589,57.20,-,-,2,1,,455527,24.59,37.71,62.29,,0.00,698531,1154058,,0
1972,Montana,4,0,719138,470000,0,386867,317603,67.60,-,82.10,2,1,,63779,20.08,37.85,57.93,,4.23,120197,183976,,13430
1972,Nebraska,5,0,1518293,1021000,0,807267,576289,56.40,-,71.40,2,1,,236307,41.00,29.50,70.50,,0.00,169991,406298,,0
1972,Nevada,3,0,546736,367000,0,231045,181766,49.50,-,78.70,2,1,,49734,27.36,36.32,63.68,,0.00,66016,115750,,0
1972,New Hampshire,4,0,781699,525000,0,447044,334059,63.60,-,74.70,2,1,,97289,29.12,34.85,63.98,,1.17,116435,213724,,3900
1972,New Jersey,17,0,7336538,5010000,0,3672606,2997229,59.80,-,81.60,2,1,,743291,24.80,36.77,61.57,,1.65,1102211,1845502,,49516
1972,New Mexico,4,0,1077815,669000,0,505432,385931,57.70,-,76.40,2,1,,94522,24.49,36.56,61.05,,2.39,141084,235606,,9241
1972,New York,41,0,18351767,12717000,0,9207363,7161830,56.30,-,77.80,2,1,,1241694,17.34,41.21,58.54,,0.25,2951084,4192778,,17968
1972,North Carolina,13,0,5296085,3548000,0,2357645,1518612,42.80,-,64.40,2,1,,616184,40.58,28.89,69.46,,1.65,438705,1054889,,25018
1972,North Dakota,3,0,630937,411000,0,0,280514,68.30,-,-,2,1,,73725,26.28,35.79,62.07,,2.15,100384,174109,,6021
1972,Ohio,25,0,10746920,7149000,0,4572709,4094787,57.30,-,89.50,2,1,,882938,21.56,38.07,59.63,,2.30,1558889,2441827,,94071
1972,Oklahoma,8,0,2657448,1818000,0,1247157,1029900,56.70,-,82.60,2,1,,511878,49.70,24.00,73.70,,2.30,247147,759025,,23728
1972,Oregon,6,0,2195219,0,0,1197676,927946,-,-,77.50,2,1,,93926,10.12,42.33,52.45,,5.23,392760,486686,,48500
1972,Pennsylvania,27,0,11904541,8207000,0,5871902,4592105,56.00,-,78.20,2,1,,917570,19.98,39.13,59.11,,1.76,1796951,2714521,,80633
1972,Rhode Island,4,0,976365,682000,0,531847,415808,61.00,-,78.20,2,1,,25738,6.19,46.81,53.00,,0.19,194645,220383,,780
1972,South Carolina,8,0,2718404,1762000,0,1033688,677880,38.50,-,65.60,2,1,,289157,42.66,27.92,70.58,,1.50,189270,478427,,10183
1972,South Dakota,4,0,677389,443000,0,392256,307415,69.40,-,78.40,2,1,,26531,8.63,45.52,54.15,,0.32,139945,166476,,994
1972,Tennessee,10,0,4088445,2763000,0,1990026,1201182,43.50,-,60.40,2,1,,455854,37.95,29.75,67.70,,2.56,357293,813147,,30742
1972,Texas,26,0,11758760,7719000,0,5230521,3472714,45.00,-,66.40,2,1,,1144605,32.96,33.24,66.20,,0.56,1154291,2298896,,19527
1972,Utah,4,0,1134601,689000,0,621014,478476,69.40,-,77.00,2,1,,197359,41.25,26.39,67.64,,5.97,126284,323643,,28549
1972,Vermont,3,0,463214,308000,0,273056,186946,60.70,-,68.50,2,1,,48975,26.20,36.47,62.66,,0.87,68174,117149,,1623
1972,Virginia,11,0,4828131,3257000,0,2107367,1457019,44.70,-,69.10,2,1,,549606,37.72,30.12,67.84,,2.03,438887,988493,,29639
1972,Washington,9,0,3446815,2330000,0,1974849,1470847,63.10,-,74.50,2,1,,268801,18.28,38.64,56.92,,4.44,568334,837135,,65378
1972,West Virginia,6,0,1796910,1219000,0,1062519,762399,62.50,-,71.80,2,1,,207529,27.22,36.39,63.61,,0.00,277435,484964,,0
1972,Wisconsin,11,0,4498433,2965000,0,0,1852890,62.50,-,-,2,1,,179256,9.67,43.72,53.40,,2.88,810174,989430,,53286
1972,Wyoming,3,0,346863,226000,0,138936,145570,64.40,-,104.80,2,1,,56106,38.54,30.47,69.01,,0.51,44358,100464,,748
1968,Alabama,0,0,,1993000,0,1389198,1049917,52.70,-,75.60,2,3,1,494846,47.13,18.72,13.99,65.86,1.43,196579,146923,691425,14990
1968,Mississippi,0,0,,1229000,0,775000,654509,53.30,-,84.50,2,3,1,264705,40.44,23.02,13.52,63.46,0.00,150644,88516,415349,0
1968,Georgia,0,0,,2851000,0,1960436,1250266,43.90,-,63.80,3,2,1,155439,12.43,26.75,30.40,42.83,0.01,334440,380111,535550,165
1968,Tennessee,11,0,,2325000,0,1840077,1248617,53.70,-,67.90,3,1,2,47800,3.83,28.13,37.85,34.02,0.00,351233,472592,424792,0
1968,Louisiana,0,0,,2002000,0,1449231,1097450,54.80,-,75.70,2,3,1,220685,20.11,28.21,23.47,48.32,0.00,309615,257535,530300,0
1968,North Carolina,12,0,,2921000,0,1858987,1587493,54.30,-,85.40,3,1,2,131004,8.25,29.24,39.51,31.26,0.00,464113,627192,496188,0
1968,South Carolina,8,0,,1427000,0,853014,666982,46.70,-,78.20,3,1,2,38632,5.79,29.61,38.09,32.30,0.00,197486,254062,215430,4
1968,Arkansas,0,0,,1143000,0,845759,609590,53.30,-,72.10,3,2,1,46565,7.64,30.33,31.01,38.65,0.00,184901,189062,235627,0
1968,Idaho,4,0,,397000,0,366532,291183,73.30,-,79.40,2,1,3,76096,26.13,30.66,56.79,12.55,0.00,89273,165369,36541,0
1968,Florida,14,0,,4124000,0,2765316,2187805,53.10,-,79.10,2,1,3,210010,9.60,30.93,40.53,28.53,0.00,676794,886804,624207,0
1968,Nebraska,5,0,,881000,0,637719,536851,60.90,-,84.20,2,1,3,150379,28.01,31.81,59.82,8.36,0.00,170784,321163,44904,0
1968,Oklahoma,8,0,,1540000,0,1163328,943086,61.20,-,81.10,2,1,3,148039,15.70,31.99,47.68,20.33,0.00,301658,449697,191731,0
1968,Virginia,12,0,,2717000,0,1510592,1361491,50.10,-,90.10,2,1,3,147932,10.87,32.49,43.36,23.64,0.51,442387,590319,321833,6952
1968,Kansas,7,0,,1346000,0,0,872783,64.80,-,-,2,1,3,175678,20.13,34.72,54.84,10.19,0.25,302996,478674,88921,2192
1968,Arizona,5,0,,975000,0,614763,486936,49.90,-,79.20,2,1,3,96207,19.76,35.02,54.78,9.56,0.64,170514,266721,46573,3128
1968,Wyoming,3,0,,190000,0,142739,127205,67.00,-,89.10,2,1,3,25754,20.25,35.51,55.76,8.73,0.00,45173,70927,11105,0
1968,Utah,4,0,,551000,0,542793,422568,76.70,-,77.90,2,1,3,82063,19.42,37.07,56.49,6.37,0.06,156665,238728,26906,269
1968,Kentucky,9,0,,2063000,0,1471343,1055893,51.20,-,71.80,2,1,3,64870,6.14,37.65,43.79,18.29,0.27,397541,462411,193098,2843
1968,Indiana,13,0,,3044186,0,2003000,2123597,69.80,-,106.00,2,1,3,261226,12.30,37.99,50.29,11.45,0.28,806659,1067885,243108,5945
1968,North Dakota,4,0,,354000,0,0,247882,70.00,-,-,2,1,3,43900,17.71,38.23,55.94,5.75,0.08,94769,138669,14244,200
1968,Nevada,3,0,,284000,0,188811,154218,54.30,-,81.70,2,1,3,12590,8.16,39.29,47.46,13.25,0.00,60598,73188,20432,0
1968,New Mexico,4,0,,539000,0,445776,327281,60.70,-,73.40,2,1,3,39611,12.10,39.75,51.85,7.86,0.54,130081,169692,25737,1771
1968,Iowa,9,0,,1673000,0,0,1167931,69.80,-,-,2,1,3,142407,12.19,40.82,53.01,5.69,0.49,476699,619106,66422,5704
1968,Texas,0,25,,6327000,0,4073576,3079406,48.70,-,75.60,1,2,3,38960,1.27,41.14,39.87,18.97,0.02,1266804,1227844,584269,489
1968,Colorado,6,0,,1251000,0,966700,811199,64.80,-,83.90,2,1,3,74171,9.14,41.32,50.46,7.50,0.72,335174,409345,60813,5867
1968,Montana,4,0,,403000,0,331078,274404,68.10,-,82.90,2,1,3,24718,9.01,41.59,50.60,7.29,0.52,114117,138835,20015,1437
1968,Delaware,3,0,,314000,0,262032,214367,68.30,-,81.80,2,1,3,7520,3.51,41.61,45.12,13.28,0.00,89194,96714,28459,0
1968,South Dakota,4,0,,384000,0,348254,281264,73.20,-,80.80,2,1,3,31818,11.31,41.96,53.27,4.76,0.00,118023,149841,13400,0
1968,Alaska,3,0,,166000,0,0,83035,50.00,-,-,2,1,3,2189,2.64,42.65,45.28,12.07,0.00,35411,37600,10024,0
1968,Ohio,26,0,,6252000,0,3873426,3959698,63.30,-,102.20,2,1,3,90428,2.28,42.95,45.23,11.81,0.02,1700586,1791014,467495,603
1968,Vermont,3,0,,252000,0,222024,161404,64.00,-,72.70,2,1,3,14887,9.22,43.53,52.75,3.16,0.56,70255,85142,5104,903
1968,Maryland,0,10,,2271000,0,1595436,1235039,54.40,-,77.40,1,2,3,20315,1.64,43.59,41.94,14.47,0.00,538310,517995,178734,0
1968,Missouri,12,0,,2813000,0,0,1809502,64.30,-,-,2,1,3,20488,1.13,43.74,44.87,11.39,0.00,791444,811932,206126,0
1968,Oregon,6,0,,1231000,0,971851,819622,66.60,-,84.30,2,1,3,49567,6.05,43.78,49.83,6.06,0.32,358866,408433,49683,2640
1968,New Hampshire,4,0,,427000,0,385522,297299,69.60,-,77.10,2,1,3,24314,8.18,43.93,52.10,3.76,0.21,130589,154903,11173,634
1968,New Jersey,17,0,,4358000,0,3310043,2875395,66.00,-,86.90,2,1,3,61261,2.13,43.97,46.10,9.12,0.82,1264206,1325467,262187,23535
1968,Illinois,26,0,,6667000,0,5676131,4619749,69.30,-,81.40,2,1,3,134960,2.92,44.15,47.08,8.46,0.31,2039814,2174774,390958,14203
1968,Wisconsin,12,0,,2543000,0,0,1691538,66.50,-,-,2,1,3,61193,3.62,44.27,47.89,7.56,0.29,748804,809997,127835,4902
1968,California,40,0,,11771000,0,8587673,7251587,61.60,-,84.40,2,1,3,223346,3.08,44.74,47.82,6.72,0.72,3244318,3467664,487270,52335
1968,Washington,0,9,,1975000,0,1649734,1304281,66.00,-,79.10,1,2,3,27527,2.11,47.23,45.12,7.44,0.21,616037,588510,96990,2744
1968,Pennsylvania,0,29,,7273000,0,5599364,4747928,65.30,-,84.80,1,2,3,169388,3.57,47.59,44.02,7.97,0.42,2259405,2090017,378582,19924
1968,Michigan,0,21,,5032000,0,4022378,3306250,65.70,-,82.20,1,2,3,222417,6.73,48.18,41.46,10.04,0.32,1593082,1370665,331968,10535
1968,Connecticut,0,8,,1826000,0,1435298,1256232,68.80,-,87.50,1,2,3,64840,5.16,49.48,44.32,6.10,0.10,621561,556721,76650,1300
1968,West Virginia,0,7,,1061000,0,993024,754206,71.10,-,76.00,1,2,3,66536,8.82,49.60,40.78,9.62,0.00,374091,307555,72560,0
1968,New York,0,43,,11450000,0,8113216,6790066,59.30,-,83.70,1,2,3,370538,5.46,49.76,44.30,5.29,0.66,3378470,3007932,358864,44800
1968,Minnesota,0,10,,2154000,0,2225080,1588510,73.70,-,71.40,1,2,3,199095,12.53,54.00,41.46,4.34,0.20,857738,658643,68931,3198
1968,Maine,0,4,,592000,0,529137,392936,66.40,-,74.30,1,2,3,48058,12.23,55.30,43.07,1.62,0.00,217312,169254,6370,0
1968,Hawaii,0,4,,439000,0,274199,236218,53.80,-,86.10,1,2,3,49899,21.12,59.83,38.70,1.47,0.00,141324,91425,3469,0
1968,Massachusetts,0,14,,3459000,0,2725058,2331752,67.40,-,85.60,1,2,3,702374,30.12,63.01,32.89,3.73,0.37,1469218,766844,87088,8602
1968,Rhode Island,0,4,,573000,0,471112,385000,67.20,-,81.70,1,2,3,124159,32.25,64.03,31.78,4.07,0.12,246518,122359,15678,445
1968,D. C.,0,3,,495000,0,201937,170578,34.50,-,84.50,1,2,0,108554,63.64,81.82,18.18,0.00,0.00,139566,31012,0,0
